"Accept, Sir, the assurances of my highest consideration.
","Aprovecho la oportunidad para reiterar a Vuestra Excelencia las seguridades de mi consideración más distinguida.
","Примите, уважаемый г-н Генеральный секретарь, уверения в моем весьма высоком уважении.
","顺致最崇高的敬意。
","Veuillez agréer, Monsieur le Secrétaire général, les assurances de ma très haute considération.
"
"
","
","
","
","
"
"Mr. Yoo (Republic of Korea): I congratulate you, Sir, on assuming the presidency of the fifty-second session of the General Assembly and pledge to you our full support and cooperation.
","Sr. Yoo (República de Corea) (interpretación del inglés): Señor Presidente: Lo felicito por haber asumido la Presidencia del quincuagésimo segundo período de sesiones de la Asamblea General y le transmito las seguridades de nuestra plena cooperación y apoyo.
","Г-н Ю (Республика Корея) (говорит по-английски): Г-н Председатель, я поздравляю Вас с вступлением на пост Председателя пятьдесят второй сессии Генеральной Ассамблеи и заверяю в нашей полной поддержке и сотрудничестве.
","柳先生(大韩民国)(以英语发言):主席先生,我祝贺你担任大会第五十二届会议主席,并向你保证我们的充分支持与合作。
","M. Yoo (République de Corée) (interprétation de l'anglais) : Monsieur le Président, je vous félicite de votre accession à la présidence de la cinquante-deuxième session de l'Assemblée générale et vous assure de mon plein appui et de ma pleine coopération.
"
"I also pay tribute to your predecessor, Ambassador Razali Ismail, whose devoted efforts enabled the fifty-first session of the General Assembly to come to grips with some of the core issues affecting the future of the United Nations.
","También rindo homenaje a su predecesor, el Embajador Razali Ismail, cuyos dedicados esfuerzos permitieron que en el quincuagésimo primer período de sesiones de la Asamblea General se examinaran algunas de las cuestiones esenciales que afectan el futuro de las Naciones Unidas.
","Я хотел бы также воздать должное Вашему предшественнику послу Разали Исмаилу, благодаря самоотверженным усилиям которого в ходе пятьдесят первой сессии Генеральной Ассамблеи удалось вплотную заняться решением некоторых основополагающих проблем, касающихся будущего Организации Объединенных Наций.
","我还向你的前任拉扎利·伊斯梅尔大使表示敬意,他的挚诚努力使大会第五十一届会议能够应付一些影响本组织未来的核心问题。
","Je rends également hommage à votre prédécesseur, l'Ambassadeur Razali Ismail, dont le dévouement a permis à la cinquante et unième session de l'Assemblée générale de s'attaquer à certaines des questions clefs concernant l'avenir de l'Organisation.
"
"The Secretary-General, through his recent reform proposals, has provided the international community with a timely compass to help guide the way.
","El Secretario General, por conducto de sus recientes propuestas de reforma, ha brindado a la comunidad internacional una brújula oportuna para ayudarla a encontrar el camino adecuado.
","Разработанные недавно Генеральным секретарем предложения по проведению реформы своевременно дают в руки международного сообщества компас, с помощью которого оно должно определить направленность своих усилий.
","秘书长通过其最近的改革建议,为国际社会提供了有助于指导方向的及时指南。
","Le Secrétaire général, avec ses récentes propositions de réforme, a fourni à la communauté internationale un instrument qui viendra opportunément montrer la voie.
"
"In the view of my delegation, the Secretary- General’s latest proposals contain a wide spectrum of reforms designed for the overall enhancement of the United Nations system.
","Mi delegación estima que las propuestas presentadas por el Secretario General contienen una amplio espectro de reformas diseñadas para el mejoramiento general del sistema de las Naciones Unidas.
","С точки зрения моей делегации, последние предложения Генерального секретаря содержат широкий круг реформ, направленных на укрепление всей системы Организации Объединенных Наций.
","我国代表团认为,秘书长最近的建议包括旨在全面加强联合国系统的广泛改革。
","De l'avis de ma délégation, les dernières propositions du Secrétaire général contiennent un large éventail de réformes visant au renforcement global du système des Nations Unies.
"
"We are confident that many of the Secretary-General’s ideas can be translated into action through open-minded deliberation, with the full participation of Member States at this session.
","Confiamos en que muchas de esas propuestas se materialicen en medidas mediante la celebración de deliberaciones abiertas, con la plena participación de los Estados Miembros en este período de sesiones.
","Мы убеждены в том, что многие из предложенных Генеральным секретарем идей могут быть претворены в конкретные дела на основе проведения в рамках нынешней сессии беспристрастного обсуждения, в котором приняли бы участие все государства-члены.
","我们相信,秘书长的很多设想可在本届会议上在各会员国的充分参与下通过不存先入之见的审议变为行动。
","Nous sommes sûrs que bon nombre des idées émises par le Secrétaire général pourront se traduire par des décisions à l'issue d'une délibération à coeur ouvert, avec la pleine participation des États Membres à cette session.
"
"In this respect, I wish to recall the statement of 10 August by the Group of 16, including the Republic of Korea, which expressed support for the Secretary-General’s reform initiatives.
","Al respecto, deseo recordar la declaración formulada el 10 de agosto por el Grupo de los 16, incluida la República de Corea, en la que se expresó el apoyo del Grupo a las iniciativas de reforma del Secretario General.
","В этой связи я хотел бы сослаться на заявление Группы 16, включающей и Республику Корея, от 10 августа, в котором выражалась поддержка инициатив Генерального секретаря в области реформы.
","在这方面,我谨回顾包括大韩民国在内的16国集团8月10日的声明,它表达了对秘书长改革倡议的支持。
","Á cet égard, je voudrais rappeler la déclaration faite le 10 août par le Groupe des 16, dont fait partie la République de Corée, qui a exprimé son appui aux initiatives de réforme du Secrétaire général.
"
"Only when Member States discharge their financial obligations in full, on time and without conditions will the United Nations safely and smoothly reach its ultimate destination of ensuring a better future for humankind.
","Sólo cuando los Estados Miembros cumplan con sus obligaciones financieras íntegra y puntualmente y sin condiciones, podrán las Naciones Unidas en forma segura y sin escollos alcanzar su objetivo primordial de velar por un futuro más seguro para la humanidad.
","Лишь при условии выполнения государствами-членами своих финансовых обязательств в полном объеме, своевременно и безоговорочно Организация Объединенных Наций сможет благополучно и беспрепятственно достичь поставленной перед собой конечной цели: обеспечить лучшее будущее для человечества.
","只有各会员国充分、及时和无条件地履行其财政义务,联合国才能安全和平稳地达到其确保人类更美好未来的最终目的。
","Ce n'est que lorsque les États Membres s'acquitteront de leurs obligations financières intégralement, ponctuellement et sans conditions préalables que l'Organisation pourra atteindre sans encombre son objectif ultime, qui est d'assurer un meilleur avenir à l'humanité.
"
"It is in this spirit that Korea has made it a firm policy to pay its assessed dues in full and on time.
","Con ese espíritu Corea ha adoptado la firme política de pagar sus cuotas atrasadas íntegra y puntualmente.
","Руководствуясь этим принципом, Республика Корея твердо придерживается политики выплаты начисленных взносов в полном объеме и своевременно.
","韩国正是本着这种精神,把全部和及时支付分摊给它的会费定为一项坚定政策。
","C'est dans cet esprit que la Corée a pour stricte politique de verser ses contributions intégralement et ponctuellement.
"
"We will actively participate in concerted efforts to adopt a more equitable scale of assessment at this session.
","Participaremos activamente en los esfuerzos concertados encaminados a adoptar una escala de cuotas más equitativa en este período de sesiones.
","Мы намерены принимать активное участие в согласованных усилиях по принятию более справедливой шкалы взносов в ходе нынешней сессии.
","我们将积极参与在本届会议上通过一项更公平的会费分摊比额表的共同努力。
","Nous participerons activement aux efforts concertés visant à adopter à cette session un barème des quotes-parts plus équitable.
"
"Another crucial task before us is the reform of the Security Council.
","Otra tarea crucial que tenemos ante nosotros es la reforma del Consejo de Seguridad.
","Другая стоящая перед нами важная задача - реформа Совета Безопасности.
","我们面前的另一关键任务,就是改革安全理事会。
","Une autre tâche cruciale nous attend : la réforme du Conseil de sécurité.
"
"At the last session, my delegation actively participated in deliberations on the issue, on the basis of our own experiences as a Council member.
","En el período de sesiones anterior, mi delegación tuvo una participación activa en las deliberaciones sobre la cuestión, basada en nuestras propias experiencias como miembros del Consejo.
","На прошлой сессии моя делегация приняла активное участие в обсуждении этого вопроса, исходя из нашего собственного опыта пребывания в составе Совета.
","我国代表团在上届会议上根据我们作为安理会理事国的经验而积极参加了有关该问题的审议。
","À la dernière session, ma délégation a participé activement aux délibérations sur la question, sur la base de notre propre expérience en tant que membre du Conseil.
"
"We share the view that the profound changes in international relations over the past several decades fully warrant expansion of Council membership.
","Compartimos la opinión de que los profundos cambios en las relaciones internacionales que tuvieron lugar en los últimos decenios justifican cabalmente la ampliación del número de puestos del Consejo.
","Мы разделяем мнение тех, кто считает, что происшедшие за последние несколько десятилетий в сфере международных отношений глубокие изменения служат убедительным основанием для расширения численного состава Совета.
","我们所赞同的观点是:过去几十年国际关系的深刻变化完全需要增加安理会理事国数目。
","Nous partageons l'idée selon laquelle les profonds changements intervenus dans les relations internationales ces dernières décennies justifient pleinement l'élargissement du Conseil.
"
"Given the diverse and sensitive concerns of all Member States, however, this issue must be handled with the utmost prudence and seriousness.
","No obstante, habida cuenta de los diversos y sensibles intereses de todos los Estados Miembros, es preciso abordar esta cuestión con la mayor prudencia y seriedad.
","Однако, с учетом разнообразных и деликатных проблем, волнующих все государства-члены, к решению этого вопроса необходимо подходить со всей осмотрительностью и серьезностью.
","然而,鉴于各会员国的不同和敏感的关注,必须极为慎重和严肃地处理该问题。
","Toutefois, étant donné la diversité et la sensibilité des préoccupations de chaque État Membre, cette question doit être abordée avec la plus grande circonspection et le plus grand sérieux.
"
"Every effort should be made to work out a consensus formula, while bearing in mind that haste makes waste.
","Cada esfuerzo desplegado debe tener como objetivo elaborar una fórmula de consenso, al tiempo que se debe tener en cuenta que el apresuramiento no es buen consejero.
","Необходимо сделать все возможное для выработки консенсусной формулы, памятуя, однако, о том, что то, ""что скоро - то не споро"".
","应尽一切力量制定一项协商一致的方案,同时铭记欲速则不达。
","Chaque effort devrait être consacré à l'élaboration d'une formule se prêtant au consensus, tout en gardant à l'esprit que la précipitation est mauvaise conseillère.
"
"One of the most significant and promising developments in international relations over the past half century has been the emergence of a considerable number of medium-power countries with the capability to make a meaningful contribution to the cause of international peace and security.
","Uno de los acontecimientos más significativos y promisorios en las relaciones internacionales en el último medio siglo ha sido el surgimiento de un número considerable de países de mediano poder y con capacidad para contribuir en forma significativa a la causa de la paz y la seguridad internacionales.
","Одним из наиболее важных и многообещающих событий в сфере международных отношений за последние полстолетия было появление значительного числа средних по величине государств, способных вносить существенный вклад в дело международного мира и безопасности.
","过去半个世纪国际关系中的最显著和大有可为的事态发展之一,就是一大批具有为国际和平与安全事业作出有意义贡献的能力的中等国力国家。
","Un des événements les plus importants et les plus prometteurs dans les relations internationales depuis 50 ans a été l'apparition d'un nombre considérable de pays de moyenne puissance capables d'apporter une contribution déterminante à la cause de la paix et de la sécurité internationales.
"
"Any plan to reform the Council should provide those countries with opportunities to serve on the Council with reasonable frequency, commensurate with their capabilities and contributions.
","Todo plan encaminado a reformar el Consejo de Seguridad debe brindar a esos países la oportunidad de formar parte del Consejo con una frecuencia lógica, y a la altura de sus capacidades y de su poder de contribución.
","Любой план реформы Совета Безопасности должен предусматривать предоставление этим странам возможности избираться в состав Совета через разумные интервалы времени, соразмерные их потенциалу и вкладу.
","任何改革安理会的计划,都应为这些国家提供以符合其能力和贡献的合理频率担任安理会理事国的机会。
","Tout plan de réforme du Conseil devrait donner à ces pays la possibilité de siéger assez fréquemment au Conseil, en fonction de leurs capacités et de leurs contributions.
"
"We also believe that Council reform should be based upon consideration of the problems and shortcomings associated with the Council’s operations thus far, particularly with respect to the system of permanent membership and the right of veto.
","Asimismo, creemos que la reforma del Consejo se debe fundamentar en el examen de los problemas y limitaciones relacionados con su funcionamiento hasta la fecha, en particular con respecto al sistema de miembros permanentes y el derecho de veto.
","Мы считаем также, что при проведении реформы Совета необходимо учесть те проблемы и недостатки, которые отмечались в работе Совета до сих пор, в особенности в отношении категории постоянных членов и права вето.
","我们还认为,安理会的改革应基于对与安理会迄今的行动有关的问题和缺陷的考虑,特别是在常任理事国制度和否决权方面。
","Nous pensons également que l'examen des problèmes et insuffisances associés aux activités du Conseil jusqu'à présent devrait sous-tendre sa réforme, plus particulièrement en ce qui concerne le système de sièges permanents et le droit de veto.
"
"Convinced that more can be done to make the Security Council a more representative, efficient and democratic body, we will remain open-minded and flexible with regard to any proposals that can move this important process in the right direction.
","Persuadidos de que es posible lograr que el Consejo de Seguridad sea un órgano más representativo, eficiente y democrático, nos mantendremos abiertos y flexibles en relación con las propuestas que puedan impulsar este proceso en la dirección correcta.
","Будучи убежденными в том, что можно сделать больше для повышения представленности, эффективности и демократичности Совета Безопасности, мы намерены и впредь беспристрастно и гибко подходить к рассмотрению любых предложений, способных продвинуть этот важный процесс в правильном направлении.
","我们确信在使安理会成为更具代表性、更有效率和更民主的机构方面大有可为,对于可推动这一重要进程在正确方面发展的任何建议,我们将仍然不存先入之见和保持灵活。
","Convaincus que l'on peut faire plus pour rendre le Conseil de sécurité plus représentatif, efficace et démocratique, nous resterons ouverts et souples face à toute proposition qui puisse faire progresser cet important processus dans la bonne direction.
"
"As a member of the Security Council for the 1996-1997 period, the Republic of Korea has made its due contribution to the cause of international peace and security.
","La República de Corea, en su calidad de miembro del Consejo de Seguridad en 1996 y 1997, ha aportado su contribución a la causa de la paz y la seguridad internacionales.
","Будучи избранной в состав Совета Безопасности на период 1996-1997 годов, Республика Корея вносит надлежащий вклад в дело поддержания международного мира и безопасности.
","大韩民国作为1996年-1997年期间安全理事会的理事国,对国际和平与安全的事业作出其应有的贡献。
","En tant que membre du Conseil de sécurité pour la période 1996-1997, la République de Corée a dûment contribué à la cause de la sécurité et de la paix internationales.
"
"We have actively participated in reaching important decisions to enhance peace and stability in the countries of some parts of the third world that have been plagued by civil conflicts over the past several years.
","Hemos participado activamente en la adopción de importantes decisiones encaminadas a mejorar la paz y la estabilidad en algunos países del tercer mundo que se han visto afligidos por conflictos civiles en los últimos años.
","Мы принимали активное участие в выработке важных решений, направленных на укрепление мира и стабильности в странах, расположенных в некоторых районах ""третьего"" мира, в которых на протяжении последних нескольких лет не утихали гражданские конфликты.
","我们积极参与作出有关在第三世界一些地区的国家加强和平与稳定的重要决定,这些国家在过去几年中一直笼罩在内部冲突之下。
","Nous avons participé activement à la prise d'importantes décisions visant à renforcer la paix et la stabilité dans des pays du tiers monde qui ont connu le fléau des conflits civils, ces dernières années.
"
"We also organized, during Korea’s presidency of the Council last May, an open debate on the refugee issue.
","Asimismo, cuando Corea ocupó la Presidencia del Consejo en mayo pasado, organizamos un debate abierto sobre la cuestión de los refugiados.
","Во время исполнения обязанностей Председателя Совета в мае нынешнего года мы также организовали проведение открытой дискуссии по проблеме беженцев.
","我们还在今年5月韩国任安理会主席期间,组织了一次有关难民问题的公开辩论。
","Nous avons également organisé, durant la présidence de la Corée au Conseil en mai dernier, un débat public sur la question des réfugiés.
"
"The debate resulted in the adoption of a presidential statement in June on protection for humanitarian assistance to refugees and others in conflict situations.
","A resultas de ese debate se adoptó una declaración presidencial en junio sobre la protección para la asistencia humanitaria a los refugiados y otras personas en situación de conflicto.
","В результате этой дискуссии в июне было принято заявление Председателя по вопросу о защите в отношении гуманитарной помощи беженцам и другим лицам в ходе конфликтов.
","这次辩论于6月促成通过一项有关保护对难民及冲突局势中其他人提供人道主义援助的主席声明。
","Le débat a abouti à l'adoption d'une déclaration présidentielle en juin sur la protection de l'aide humanitaire aux réfugiés et autres dans des situations de conflit.
"
